STT,Mã ICD-10,Tên bệnh (Tiếng Việt),Chương,Khối mã,Không làm bệnh chính,Chỉ Nữ,Chỉ Nam
5194,L60.9,"Nail disorder, Rối loạn móng khác, không and subcutaneous tissue dưới da appendages da móng unspecified xác định",XII,L00-L99,0,0,0
5198,L63,Alopecia areata Rụng tóc thể mảng L63 and subcutaneous tissue dưới da appendages da mảng,XII,L00-L99,0,0,0
5199,L63.0,Alopecia (capitis) Rụng tóc toàn phần (ở đầu) and subcutaneous tissue dưới da appendages da mảng totalis,XII,L00-L99,0,0,0
5200,L63.1,Alopecia universalis Rụng tóc toàn bộ and subcutaneous tissue dưới da appendages da mảng,XII,L00-L99,0,0,0
5201,L63.2,Ophiasis Rụng tóc thể rắn bò and subcutaneous tissue dưới da appendages da mảng,XII,L00-L99,0,0,0
5202,L63.8,Other alopecia Rụng tóc thể mảng khác and subcutaneous tissue dưới da appendages da mảng areata,XII,L00-L99,0,0,0
5203,L63.9,"Alopecia areata, Rụng tóc thể mảng, không and subcutaneous tissue dưới da appendages da mảng unspecified xác định",XII,L00-L99,0,0,0
5204,L64,Androgenic Incl.: male-pattern Rụng tóc do nội tiết tố nam Bao gồm: rụng tóc L64 and subcutaneous tissue dưới da appendages da alopecia tiết tố nam alopecia baldness kiểu hói ở nam giới,XII,L00-L99,0,0,1
5205,L64.0,"Drug-induced Use additional Rụng tóc do thuốc nội tiết Nếu muốn, có thể and subcutaneous tissue dưới da appendages da alopecia tiết tố nam androgenic alopecia external cause code tố nam sử dụng bổ sun",XII,L00-L99,0,0,0
5206,L64.8,Other androgenic Rụng tóc khác do nội tiết and subcutaneous tissue dưới da appendages da alopecia tiết tố nam alopecia tố nam,XII,L00-L99,0,0,0
5207,L64.9,"Androgenic Rụng tóc do nội tiết tố and subcutaneous tissue dưới da appendages da alopecia tiết tố nam alopecia, nam, không xác định unspecified",XII,L00-L99,0,0,0
5208,L65,"Other nonscarring Use additional Rụng tóc không sẹo khác Nếu muốn, có thể L65 and subcutaneous tissue dưới da appendages da hair loss sẹo khác hair loss external cause code sử dụng bổ sung (Chapter",XII,L00-L99,0,0,0
5209,L65.0,Telogen effluvium Rụng tóc ở giai đoạn tóc and subcutaneous tissue dưới da appendages da hair loss sẹo khác ngừng phát triển [telogen efluvium],XII,L00-L99,0,0,0
5210,L65.1,Anagen effluvium Rụng tóc ở giai đoạn tóc and subcutaneous tissue dưới da appendages da hair loss sẹo khác đang phát triển [anagen efluvium],XII,L00-L99,0,0,0
5211,L65.2,Alopecia mucinosa Rụng tóc do lắng đọng and subcutaneous tissue dưới da appendages da hair loss sẹo khác chất nhầy,XII,L00-L99,0,0,0
5212,L65.8,Other specified Rụng tóc không sẹo xác and subcutaneous tissue dưới da appendages da hair loss sẹo khác nonscarring hair định khác loss,XII,L00-L99,0,0,0
5213,L65.9,"Nonscarring hair Alopecia NOS Rụng tóc không sẹo, không Rụng tóc không and subcutaneous tissue dưới da appendages da hair loss sẹo khác loss, unspecified xác định xác định khác",XII,L00-L99,0,0,0
5214,L66,Cicatricial alopecia Rụng tóc có sẹo L66 and subcutaneous tissue dưới da appendages da [scarring hair loss] [scarring hair loss],XII,L00-L99,0,0,0
5215,L66.0,Pseudopelade Chứng rụng tóc teo da and subcutaneous tissue dưới da appendages da [scarring hair loss] [pelade],XII,L00-L99,0,0,0
5216,L66.1,Lichen planopilaris Follicular lichen planus Bệnh Lichen phẳng nang Lichen phẳng vùng and subcutaneous tissue dưới da appendages da [scarring hair loss] lông tóc nang lông,XII,L00-L99,0,0,0
5217,L66.2,Folliculitis Viêm nang lông gây rụng and subcutaneous tissue dưới da appendages da [scarring hair loss] decalvans tóc,XII,L00-L99,0,0,0
5218,L66.3,Perifolliculitis Viêm nang lông da đầu and subcutaneous tissue dưới da appendages da [scarring hair loss] capitis abscedens,XII,L00-L99,0,0,0
5219,L66.4,Folliculitis Viêm nang lông sẹo đỏ and subcutaneous tissue dưới da appendages da [scarring hair loss] ulerythematosa dạng lưới reticulata,XII,L00-L99,0,0,0
5220,L66.8,Other cicatricial Rụng tóc có sẹo khác and subcutaneous tissue dưới da appendages da [scarring hair loss] alopecia,XII,L00-L99,0,0,0
5221,L66.9,"Cicatricial alopecia, Rụng tóc có sẹo, không xác and subcutaneous tissue dưới da appendages da [scarring hair loss] unspecified định",XII,L00-L99,0,0,0
5222,L67,Hair colour and Excl.: monilethrix Bất thường về màu - Loại trừ: bệnh L67 and subcutaneous tissue dưới da appendages da hair shaft màu và/hoặc hair shaft (Q84.1) và/hoặc sợi tóc tóc chuỗi hạt abnormal,XII,L00-L99,0,0,0
5223,L67.0,Trichorrhexis Bệnh tóc gãy giòn có hạt and subcutaneous tissue dưới da appendages da hair shaft màu và/hoặc nodosa abnormalities sợi tóc,XII,L00-L99,0,0,0
5224,L67.1,"Variations in hair Canities Thay đổi màu tóc - Tóc bạc trắng and subcutaneous tissue dưới da appendages da hair shaft màu và/hoặc colour Greyness, hair - Tóc xám màu abnormalities sợi tóc (premature) ",XII,L00-L99,0,0,0
5225,L67.8,Other hair colour Fragilitas crinium Bất thường khác về màu Chứng tóc giòn and subcutaneous tissue dưới da appendages da hair shaft màu và/hoặc and hair shaft tóc và/hoặc sợi tóc abnormalities sợi tóc,XII,L00-L99,0,0,0
5226,L67.9,"Hair colour and Bất thường về màu tóc and subcutaneous tissue dưới da appendages da hair shaft màu và/hoặc hair shaft và/hoặc sợi tóc, không xác abnormalities sợi tóc abnormality, định unspecified",XII,L00-L99,0,0,0
5227,L68,Hypertrichosis Incl.: excess hair Chứng rậm lông tóc - Bao gồm: quá L68 and subcutaneous tissue dưới da appendages da tóc Excl.: congenital nhiều lông tóc hypertrichosis (Q84.2) - Loại trừ: rậm persis,XII,L00-L99,0,0,0
5228,L68.0,"Hirsutism Use additional Chứng rậm lông ở phụ nữ Nếu muốn, có thể and subcutaneous tissue dưới da appendages da tóc external cause code sử dụng bổ sung (Chapter",XII,L00-L99,0,0,0
5229,L68.1,"Acquired Use additional Chứng rậm lông tơ mắc Nếu muốn, có thể and subcutaneous tissue dưới da appendages da tóc hypertrichosis external cause code phải sử dụng bổ sung lanuginosa (Chapter",XII,L00-L99,0,0,0
5230,L68.2,Localized Chứng rậm lông khu trú and subcutaneous tissue dưới da appendages da tóc hypertrichosis,XII,L00-L99,0,0,0
5231,L68.3,Polytrichia Đa nang tóc (có từ 5 sợi and subcutaneous tissue dưới da appendages da tóc lông/tóc mọc trên cùng một lỗ nang),XII,L00-L99,0,0,0
5232,L68.8,Other Chứng rậm lông tóc khác and subcutaneous tissue dưới da appendages da tóc hypertrichosis,XII,L00-L99,0,0,0
5233,L68.9,"Hypertrichosis, Chứng rậm lông tóc, and subcutaneous tissue dưới da appendages da tóc unspecified không xác định",XII,L00-L99,0,0,0
5234,L70,Acne Excl.: acne keloid Trứng cá Loại trừ: trứng cá L70 and subcutaneous tissue dưới da appendages da (L73.0) sẹo lồi (L73.0),XII,L00-L99,0,0,0
5235,L70.0,Acne vulgaris Trứng cá thể thông and subcutaneous tissue dưới da appendages da thường,XII,L00-L99,0,0,0
5236,L70.1,Acne conglobata Trứng cá bọc and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5237,L70.2,Acne varioliformis Acne necrotica miliaris Trứng cá dạng thủy đậu Trứng cá kê hoại and subcutaneous tissue dưới da appendages da tử,XII,L00-L99,0,0,0
5238,L70.3,Acne tropica Trứng cá nhiệt đới and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5239,L70.4,Infantile acne Trứng cá ở trẻ nhỏ and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5240,L70.5,Acné excoriée Acné excoriée des Hội chứng ám ảnh mụn Trứng cá ở thiếu L70.5 and subcutaneous tissue dưới da appendages da jeunes filles [Acné excoriée] nữ,XII,L00-L99,0,0,0
5241,L70.8,Other acne Trứng cá khác and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5242,L70.9,"Acne, unspecified Trứng cá, không xác định and subcutaneous tissue dưới da appendages da",XII,L00-L99,0,0,0
5243,L71,Rosacea Trứng cá đỏ L71 and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5244,L71.0,"Perioral dermatitis Use additional Viêm da quanh miệng Nếu muốn, có thể and subcutaneous tissue dưới da appendages da external cause code sử dụng bổ sung (Chapter",XII,L00-L99,0,0,0
5245,L71.1,Rhinophyma Bệnh mũi sư tử and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5246,L71.8,Other rosacea Trứng cá đỏ khác and subcutaneous tissue dưới da appendages da,XII,L00-L99,0,0,0
5247,L71.9,"Rosacea, Trứng cá đỏ, không xác and subcutaneous tissue dưới da appendages da unspecified định",XII,L00-L99,0,0,0
5248,L72,Follicular cysts of Kén nang lông của da L72 and subcutaneous tissue dưới da appendages da skin and của da và/hoặc skin and và/hoặc mô dưới da subcutaneous mô dưới da subcutaneous tissue tissue,XII,L00-L99,0,0,0
5249,L72.0,Epidermal cyst Kén/nang thượng bì and subcutaneous tissue dưới da appendages da skin and của da và/hoặc subcutaneous mô dưới da tissue,XII,L00-L99,0,0,0
5250,L72.1,Trichilemmal cyst Pilar cyst Kén ở nang lông/tuyến bã - U nang bì and subcutaneous tissue dưới da appendages da skin and của da và/hoặc Sebaceous cyst - U nang bã subcutaneous mô dưới da tissue,XII,L00-L99,0,0,0
5251,L72.2,Steatocystoma Đa u nang tuyến bã and subcutaneous tissue dưới da appendages da skin and của da và/hoặc multiplex subcutaneous mô dưới da tissue,XII,L00-L99,0,0,0
5252,L72.8,Other follicular Kén/nang khác ở da and subcutaneous tissue dưới da appendages da skin and của da và/hoặc cysts of skin and và/hoặc mô dưới da subcutaneous mô dưới da subcutaneous tissue tissue,XII,L00-L99,0,0,0
5253,L72.9,"Follicular cyst of Kén nang lông ở da and subcutaneous tissue dưới da appendages da skin and của da và/hoặc skin and và/hoặc mô dưới da, subcutaneous mô dưới da subcutaneous không xác định tissue tiss",XII,L00-L99,0,0,0
5254,L73,Other follicular Bệnh lý nang lông khác L73 and subcutaneous tissue dưới da appendages da disorders lông khác disorders,XII,L00-L99,0,0,0
5255,L73.0,Acne keloid Trứng cá sẹo lồi and subcutaneous tissue dưới da appendages da disorders lông khác,XII,L00-L99,0,0,0
5256,L73.1,Pseudofolliculitis Viêm nang râu and subcutaneous tissue dưới da appendages da disorders lông khác barbae,XII,L00-L99,0,0,0
5257,L73.2,Hidradenitis Viêm tuyến mồ hôi mủ and subcutaneous tissue dưới da appendages da disorders lông khác suppurativa [nhọt ổ gà],XII,L00-L99,0,0,0
5258,L73.8,Other specified Sycosis barbae Bệnh lý nang lông xác định Viêm nang lông ở and subcutaneous tissue dưới da appendages da disorders lông khác follicular disorders khác cằm,XII,L00-L99,0,0,0
5259,L73.9,"Follicular disorder, Bệnh lý nang lông, không and subcutaneous tissue dưới da appendages da disorders lông khác unspecified xác định",XII,L00-L99,0,0,0
5260,L74,Eccrine sweat Excl.: hyperhidrosis Rối loạn của tuyến mồ hôi Loại trừ: tăng tiết L74 and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi disorders (R61.-) toàn hủy [Eccrine] mồ hôi (R,XII,L00-L99,0,0,0
5261,L74.0,Miliaria rubra Rôm sảy đỏ and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi toàn hủy [Eccrine],XII,L00-L99,0,0,0
5262,L74.1,Miliaria crystallina Rôm sảy dạng mụn nước and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi toàn hủy [Eccrine],XII,L00-L99,0,0,0
5263,L74.2,Miliaria profunda Miliaria tropicalis Rôm sảy sâu Rôm sảy nhiệt đới and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi toàn hủy [Eccrine],XII,L00-L99,0,0,0
5264,L74.3,"Miliaria, Rôm sảy, không xác định and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi unspecified toàn hủy [Eccrine]",XII,L00-L99,0,0,0
5265,L74.4,Anhidrosis Hypohidrosis Giảm tiết mồ hôi Giảm tiết mồ hôi and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi toàn hủy [Eccrine],XII,L00-L99,0,0,0
5266,L74.8,Other eccrine Rối loạn khác của tuyến and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi sweat disorders mồ hôi toàn hủy [Eccrine] toàn hủy [Eccrine],XII,L00-L99,0,0,0
5267,L74.9,"Eccrine sweat Sweat gland disorder Rối loạn tuyến mồ hôi Bệnh tuyến mồ hôi and subcutaneous tissue dưới da appendages da disorders tuyến mồ hôi disorder, NOS toàn hủy [Eccrine], không không xác định t",XII,L00-L99,0,0,0
5268,L75,Apocrine sweat Excl.: dyshidrosis Rối loạn tuyến mồ hôi đầu - Loại trừ: bệnh tổ L75 and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy disorders [pompholyx] (L30.1) hủy [Apocrine] ,XII,L00-L99,0,0,0
5269,L75.0,Bromhidrosis Chứng mồ hôi nặng mùi and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy [Apocrine],XII,L00-L99,0,0,0
5270,L75.1,Chromhidrosis Chứng mồ hôi màu and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy [Apocrine],XII,L00-L99,0,0,0
5271,L75.2,Apocrine miliaria Fox-Fordyce disease Rôm tuyến mồ hôi đầu hủy Bệnh Fox-Fordyce and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy [Apocrine] [Apocrine],XII,L00-L99,0,0,0
5272,L75.8,Other apocrine Rối loạn tuyến mồ hôi đầu and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy sweat disorders hủy [Apocrine] khác [Apocrine],XII,L00-L99,0,0,0
5273,L75.9,"Apocrine sweat Rối loạn tuyến mồ hôi đầu and subcutaneous tissue dưới da appendages da disorders mồ hôi đầu hủy disorder, hủy [Apocrine], không xác [Apocrine] unspecified định",XII,L00-L99,0,0,0
5274,L80,Vitiligo Bệnh bạch biến and subcutaneous tissue dưới da the skin and và mô dưới da subcutaneous tissue,XII,L00-L99,0,0,0
5275,L81,Other disorders of Excl.: birthmark NOS Rối loạn sắc tố khác - Loại trừ: vết L81 and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác pigmentation (Q82.5) [chàm] bớt [nơ vi sub,XII,L00-L99,0,0,0
5276,L81.0,Postinflammatory Tăng sắc tố sau viêm and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác hyperpigmentation subcutaneous tissue,XII,L00-L99,0,0,0
5277,L81.1,Chloasma Rám má and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác subcutaneous tissue,XII,L00-L99,0,0,0
5278,L81.2,Freckles Tàn nhang and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác subcutaneous tissue,XII,L00-L99,0,0,0
5279,L81.3,Café au lait spots Dát cà phê sữa and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác subcutaneous tissue,XII,L00-L99,0,0,0
5280,L81.4,Other melanin Lentigo Bệnh tăng sắc tố do Đồi mồi and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác hyperpigmentation melanin khác subcutaneous tissue,XII,L00-L99,0,0,0
5281,L81.5,"Leukoderma, not Bệnh da mất sắc tố, không and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác elsewhere classified phân loại mục khác subcutaneous tissue",XII,L00-L99,0,0,0
5282,L81.6,Other disorders of Rối loạn khác do giảm sự and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác diminished melanin hình thành sắc tố melanin subcutaneous tissue formation,XII,L00-L99,0,0,0
5283,L81.7,Pigmented Angioma serpiginosum Bệnh da xuất huyết nhiễm U máu dạng gai and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác purpuric dermatosis sắc tố subcutaneous tissue,XII,L00-L99,0,0,0
5284,L81.8,Other specified Iron pigmentation Rối loạn sắc tố xác định - Nhiễm sắc tố do and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác disorders of Tattoo pigmentation khác sắt subc,XII,L00-L99,0,0,0
5285,L81.9,"Disorder of Rối loạn sắc tố, không xác and subcutaneous tissue dưới da the skin and và mô dưới da pigmentation khác pigmentation, định subcutaneous tissue unspecified",XII,L00-L99,0,0,0
5286,L82,Seborrhoeic Incl.: basal cell Bệnh dày sừng tiết bã - Bao gồm: u nhú and subcutaneous tissue dưới da the skin and và mô dưới da keratosis tiết bã keratosis papilloma tế bào đáy subcutaneous tissue der,XII,L00-L99,0,0,0
5287,L83,Acanthosis Incl.: Confluent and Bệnh gai đen Bao gồm: u nhú and subcutaneous tissue dưới da the skin and và mô dưới da nigricans nigricans reticulated thành đám và hình subcutaneous tissue papillomato,XII,L00-L99,0,0,0
5288,L84,Corns and Incl.: Callus Mắt cá và/hoặc vết chai Bao gồm: chai [can and subcutaneous tissue dưới da the skin and và mô dưới da callosities vết chai chân callosities Clavus chân sẹo] subcutaneous tissue,XII,L00-L99,0,0,0
5289,L85,Other epidermal Excl.: hypertrophic Dày thượng bì khác Loại trừ: các rối L85 and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác thickening disorders of skin (L91.-) loạn dày sừ,XII,L00-L99,0,0,0
5290,L85.0,Acquired ichthyosis Excl.: congenital Bệnh da vảy cá mắc phải Loại trừ: bệnh vảy and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác ichthyosis (Q80.-) cá bẩm sinh (Q80.-) subcu,XII,L00-L99,0,0,0
5291,L85.1,Acquired keratosis Excl.: inherited Bệnh dày sừng mắc phải Loại trừ: dày sừng and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác [keratoderma] keratosis palmaris et [da dày] ở ,XII,L00-L99,0,0,0
5292,L85.2,Keratosis punctata Chứng dày sừng đốm (lòng and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác (palmaris et bàn tay và bàn chân) subcutaneous tissue plantaris),XII,L00-L99,0,0,0
5293,L85.3,Xerosis cutis Dry skin dermatitis Da khô và đóng vảy Viêm da do khô da and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác subcutaneous tissue,XII,L00-L99,0,0,0
5294,L85.8,Other specified Cutaneous horn Dày thượng bì xác định Sừng da and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác epidermal khác subcutaneous tissue thickening,XII,L00-L99,0,0,0
5295,L85.9,"Epidermal Dày thượng bì, không xác and subcutaneous tissue dưới da the skin and và mô dưới da thickening khác thickening, định subcutaneous tissue unspecified",XII,L00-L99,0,0,0
5297,L87,Transepidermal Excl.: granuloma Rối loạn của bệnh bài tiết Loại trừ: u hạt L87 and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết elimination annulare (perforating) q,XII,L00-L99,0,0,0
5298,L87.0,Keratosis Hyperkeratosis Dày sừng nang lông và Dày sừng nang and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết follicularis et follicularis penetrans quanh nang lông,XII,L00-L99,0,0,0
5299,L87.1,Reactive Bệnh tạo keo đục lỗ phản and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết perforating ứng [đào thải collagen subcutaneous tissue disorders qua thượng bì co,XII,L00-L99,0,0,0
5300,L87.2,Elastosis perforans Bệnh sợi chun đục lỗ and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết serpiginosa ngoằn ngoèo [đào thải sợi subcutaneous tissue disorders qua th,XII,L00-L99,0,0,0
5301,L87.8,Other Rối loạn khác của bệnh bài and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết transepidermal tiết qua thượng bì subcutaneous tissue disorders qua thượng bì elim,XII,L00-L99,0,0,0
5302,L87.9,"Transepidermal Bệnh loại bỏ dị vật qua and subcutaneous tissue dưới da the skin and và mô dưới da elimination bệnh bài tiết elimination thượng bì, không xác định subcutaneous tissue disorders qua thượ",XII,L00-L99,0,0,0
5303,L88,Pyoderma Incl.: Phagedenic Viêm da mủ hoại thư - Bao gồm: viêm and subcutaneous tissue dưới da the skin and và mô dưới da gangrenosum hoại thư gangrenosum pyoderma da mủ loét sâu subcutaneous tissue E,XII,L00-L99,0,0,0
5304,L89,Decubitus ulcer Note: For multiple Loét do tì đè và/hoặc loét Lưu ý: với nhiều vị L89 and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét and pressure area sites ,XII,L00-L99,0,0,0
5305,L89.0,Stage I decubitus The ulcer appears as a Loét do tì đè và/hoặc loét Lưu ý: loét xuất and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét ulcer and pressure define,XII,L00-L99,0,0,0
5306,L89.1,"Stage II decubitus Decubitus [pressure] Loét do tì đè, độ II - loét do tì đè kèm: and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét ulcer ulcer with: + trợt da ",XII,L00-L99,0,0,0
5307,L89.2,"Stage III decubitus Decubitus [pressure] Loét do tì đè, độ III loét do tì đè mất and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét ulcer ulcer with full hoàn to",XII,L00-L99,0,0,0
5308,L89.3,"Stage IV decubitus Decubitus [pressure] Loét do tì đè, độ IV loét do tì đè hoại and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét ulcer ulcer with necrosis of t",XII,L00-L99,0,0,0
5309,L89.9,"Decubitus ulcer Decubitus [pressure] Loét do tì đè và/hoặc loét loét do tì đè and subcutaneous tissue dưới da the skin and và mô dưới da and pressure area và/hoặc loét and pressure area, ulcer without",XII,L00-L99,0,0,0
5310,L90,Atrophic disorders Rối loạn teo da L90 and subcutaneous tissue dưới da the skin and và mô dưới da of skin of skin subcutaneous tissue,XII,L00-L99,0,0,0
5311,L90.0,Lichen sclerosus et Excl.: lichen sclerosus Lichen xơ teo - Loại trừ: lichen and subcutaneous tissue dưới da the skin and và mô dưới da of skin atrophicus of external genital xơ teo của cơ subcutaneou,XII,L00-L99,0,0,0
5312,L90.1,Anetoderma of Chứng teo da and subcutaneous tissue dưới da the skin and và mô dưới da of skin Schweninger-Buzzi Schweninger-Buzzi subcutaneous tissue,XII,L00-L99,0,0,0
5313,L90.2,Anetoderma of Chứng teo da Jadassohn- and subcutaneous tissue dưới da the skin and và mô dưới da of skin Jadassohn-Pellizzari Pellizzari subcutaneous tissue,XII,L00-L99,0,0,0
5314,L90.3,Atrophoderma of Chứng teo da Pasini và and subcutaneous tissue dưới da the skin and và mô dưới da of skin Pasini and Pierini Pierini subcutaneous tissue,XII,L00-L99,0,0,0
5315,L90.4,Acrodermatitis Viêm da đầu chi teo mạn and subcutaneous tissue dưới da the skin and và mô dưới da of skin chronica tính subcutaneous tissue atrophicans,XII,L00-L99,0,0,0
5316,L90.5,Scar conditions and Adherent scar (skin) Tình trạng sẹo và/hoặc xơ - Sẹo dính (da) and subcutaneous tissue dưới da the skin and và mô dưới da of skin fibrosis of skin Cicatrix hóa của da - Sẹo subcuta,XII,L00-L99,0,0,0
5317,L90.6,Striae atrophicae Rạn da teo and subcutaneous tissue dưới da the skin and và mô dưới da of skin subcutaneous tissue,XII,L00-L99,0,0,0
5318,L90.8,Other atrophic Rối loạn teo da khác and subcutaneous tissue dưới da the skin and và mô dưới da of skin disorders of skin subcutaneous tissue,XII,L00-L99,0,0,0
5319,L90.9,"Atrophic disorder Rối loạn teo da, không xác and subcutaneous tissue dưới da the skin and và mô dưới da of skin of skin, unspecified định subcutaneous tissue",XII,L00-L99,0,0,0
5320,L91,Hypertrophic Rối loạn phì đại của da L91 and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin của da disorders of skin subcutaneous tissue,XII,L00-L99,0,0,0
5321,L91.0,Hypertrophic scar Keloid scar Sẹo phì đại [sẹo lồi] - Sẹo lồi and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin của da Keloid - Lồi subcutaneous tissue Excl.: acne keloid - ,XII,L00-L99,0,0,0
5322,L91.8,Other hypertrophic Rối loạn phì đại khác của and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin của da disorders of skin da subcutaneous tissue,XII,L00-L99,0,0,0
5323,L91.9,"Hypertrophic Bệnh phì đại của da, không and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin của da disorder of skin, xác định subcutaneous tissue unspecified",XII,L00-L99,0,0,0
5324,L92,Granulomatous Excl.: actinic U hạt của da và/hoặc mô Loại trừ: u hạt do L92 and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô disorders of skin granuloma (L57.5) ,XII,L00-L99,0,0,0
5325,L92.0,Granuloma Perforating granuloma U hạt vòng U hạt vòng loét and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô annulare annulare subcutaneous tissue and subcutaneou,XII,L00-L99,0,0,0
5326,L92.1,"Necrobiosis Excl.: that associated Hoại tử mỡ, không phân Loại trừ: hoại tử and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô lipoidica, not with diabetes mellitu",XII,L00-L99,0,0,0
5327,L92.2,Granuloma faciale U hạt ở mặt [u hạt nhiễm and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô [eosinophilic bạch ái toan của da] subcutaneous tissue and subcutaneo,XII,L00-L99,0,0,0
5328,L92.3,Foreign body U hạt ở da và/hoặc mô and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô granuloma of skin dưới da do dị vật subcutaneous tissue and subcutaneous dưới,XII,L00-L99,0,0,0
5329,L92.8,Other Bệnh u hạt ở da và/hoặc and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô granulomatous mô dưới da khác subcutaneous tissue and subcutaneous dưới da disorde,XII,L00-L99,0,0,0
5330,L92.9,"Granulomatous Bệnh u hạt ở da và/hoặc and subcutaneous tissue dưới da the skin and và mô dưới da disorders of skin và/hoặc mô disorder of skin mô dưới da, không xác subcutaneous tissue and subcutaneou",XII,L00-L99,0,0,0
5331,L93,"Lupus Use additional Bệnh lupus ban đỏ Nếu muốn, có thể L93 and subcutaneous tissue dưới da the skin and và mô dưới da erythematosus đỏ erythematosus external cause code sử dụng bổ sung subcutaneous t",XII,L00-L99,0,0,0
5332,L93.0,Discoid lupus Lupus erythematosus Bệnh lupus ban đỏ dạng đĩa Bệnh lupus ban đỏ and subcutaneous tissue dưới da the skin and và mô dưới da erythematosus đỏ erythematosus NOS không xác định subcutaneous,XII,L00-L99,0,0,0
5333,L93.1,Subacute Bệnh lupus ban đỏ bán cấp and subcutaneous tissue dưới da the skin and và mô dưới da erythematosus đỏ cutaneous lupus subcutaneous tissue erythematosus,XII,L00-L99,0,0,0
5334,L93.2,Other local lupus Lupus: Bệnh lupus ban đỏ khu trú - Bệnh lupus: and subcutaneous tissue dưới da the skin and và mô dưới da erythematosus đỏ erythematosus erythematosus khác + ban đỏ ở sâu subcutaneou,XII,L00-L99,0,0,0
5335,L94,Other localized Excl.: systemic Rối loạn mô liên kết khu Loại trừ: các rối L94 and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác connective tissue connectiv,XII,L00-L99,0,0,0
5336,L94.0,Localized Circumscribed Bệnh xơ cứng bì khu trú Bệnh xơ cứng bì and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác scleroderma scleroderma [dạng mảng] thể mả,XII,L00-L99,0,0,0
5337,L94.1,Linear scleroderma En coup de sabre lesion Bệnh xơ cứng bì dạng dải Tổn thương hình and subcutaneous tissue dưới da the skin and và mô dưới da connective tissue kết khu trú khác dao chém subcutaneous ,XII,L00-L99,0,0,0
