STT,Mã ICD-10,Tên bệnh (Tiếng Việt),Chương,Khối mã,Không làm bệnh chính,Chỉ Nữ,Chỉ Nam
14561,Y03,Assault by crashing Incl.: deliberately Tấn công bằng đâm xe cơ Bao gồm: cố tình Y03 morbidity and mortality bên ngoài của bệnh crashing of motor đâm xe cơ giới of motor vehicle hitting or running ove,XX,V01-Y98,0,0,0
14562,Y04,Assault by bodily Incl.: unarmed brawl Tấn công bằng vũ lực - Bao gồm: ẩu đả Y04 morbidity and mortality bên ngoài của bệnh force vũ lực force or fight hoặc chiến đấu tật và tử vong Excl.: assault by:,XX,V01-Y98,0,0,0
14563,Y05,Sexual assault by Incl.: rape (attempted) Tấn công tình dục bằng vũ - Bao gồm: hiếp Y05 morbidity and mortality bên ngoài của bệnh bodily force dục bằng vũ lực bodily force sodomy lực dâm (có ý đồ) tậ,XX,V01-Y98,0,0,0
14564,Y06,Neglect and Thờ ơ và/hoặc bỏ rơi Y06 Y06 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi abandonment tật và tử vong,XX,V01-Y98,0,0,0
14565,Y06.0,By spouse or Bị vợ/chồng hoặc đối tác Y06.0 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi partner bỏ rơi tật và tử vong,XX,V01-Y98,0,0,0
14566,Y06.1,By parent Bị cha mẹ bỏ rơi Y06.1 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi tật và tử vong,XX,V01-Y98,0,0,0
14567,Y06.2,By acquaintance or Bị bạn hoặc người quen bỏ Y06.2 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi friend rơi tật và tử vong,XX,V01-Y98,0,0,0
14568,Y06.8,By other specified Bị bỏ rơi bởi người xác Y06.8 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi persons định khác tật và tử vong,XX,V01-Y98,0,0,0
14569,Y06.9,By unspecified Bị bỏ rơi bởi người không Y06.9 morbidity and mortality bên ngoài của bệnh abandonment bỏ rơi person xác định tật và tử vong,XX,V01-Y98,0,0,0
14570,Y07,Other Incl.: mental cruelty Ngược đãi khác - Bao gồm: sự tàn Y07 Y07 morbidity and mortality bên ngoài của bệnh maltreatment maltreatment physical abuse nhẫn về tinh thần tật và tử vong sexual abuse +,XX,V01-Y98,0,0,0
14571,Y07.0,By spouse or Bị vợ/chồng hoặc đối tác Y07.0 morbidity and mortality bên ngoài của bệnh maltreatment partner ngược đãi tật và tử vong,XX,V01-Y98,0,0,0
14572,Y07.1,By parent Bị cha mẹ ngược đãi Y07.1 morbidity and mortality bên ngoài của bệnh maltreatment tật và tử vong,XX,V01-Y98,0,0,0
14573,Y07.2,By acquaintance or Bị bạn hoặc người quen Y07.2 morbidity and mortality bên ngoài của bệnh maltreatment friend ngược đãi tật và tử vong,XX,V01-Y98,0,0,0
14574,Y07.3,By official Bị công chức có thẩm Y07.3 morbidity and mortality bên ngoài của bệnh maltreatment authorities quyền ngược đãi tật và tử vong,XX,V01-Y98,0,0,0
14575,Y07.8,By other specified Bị ngược đãi bởi người Y07.8 morbidity and mortality bên ngoài của bệnh maltreatment persons xác định khác tật và tử vong,XX,V01-Y98,0,0,0
14576,Y07.9,By unspecified Bị ngược đãi bởi người Y07.9 morbidity and mortality bên ngoài của bệnh maltreatment person không xác định tật và tử vong,XX,V01-Y98,0,0,0
14577,Y08,Assault by other Tấn công bằng các phương Y08 morbidity and mortality bên ngoài của bệnh specified means các phương specified means tiện xác định khác tật và tử vong tiện xác định khác,XX,V01-Y98,0,0,0
14578,Y09,Assault by Incl.: assassination Tấn công bằng phương - Bao gồm: ám sát Y09 morbidity and mortality bên ngoài của bệnh unspecified means phương tiện unspecified means (attempt) NOS tiện khác không xác ,XX,V01-Y98,0,0,0
14579,Y10,Poisoning by and Incl.: 4-aminophenol Ngộ độc và/hoặc phơi - Bao gồm: dẫn Y10 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to derivatives n,XX,V01-Y98,0,0,0
14580,Y11,Poisoning by and Incl.: antidepressants Ngộ độc và/hoặc phơi - Bao gồm: thuốc Y11 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to barbitura,XX,V01-Y98,0,0,0
14581,Y12,Poisoning by and Incl.: cannabis Ngộ độc và/hoặc phơi - Bao gồm: cần sa Y12 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to (derivatives) n,XX,V01-Y98,0,0,0
14582,Y13,Poisoning by and Incl.: Ngộ độc và/hoặc phơi - Bao gồm: thuốc Y13 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to other và/hoặc phơi exposure to other parasympathol,XX,V01-Y98,0,0,0
14583,Y14,Poisoning by and Incl.: agents primarily Ngộ độc và/hoặc phơi - Bao gồm: Y14 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to other và/hoặc phơi exposure to other ac,XX,V01-Y98,0,0,0
14584,Y15,Poisoning by and Incl.: alcohol: Ngộ độc và/hoặc phơi - Bao gồm: rượu: Y15 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to NOS nhiễm với rư,XX,V01-Y98,0,0,0
14585,Y16,Poisoning by and Incl.: benzene and Ngộ độc và/hoặc phơi - Bao gồm: benzen Y16 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to homologues n,XX,V01-Y98,0,0,0
14586,Y17,Poisoning by and Excl.: carbon monoxide Ngộ độc và/hoặc phơi - Loại trừ: carbon Y17 Y17 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to car,XX,V01-Y98,0,0,0
14587,Y17.0,Poisoning by and Exhaust (gas) from: Ngộ độc và/hoặc phơi - Khí thải (khí) từ: Y17.0 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to carbon,XX,V01-Y98,0,0,0
14588,Y17.1,Poisoning by and Carbon monoxide from: Ngộ độc và/hoặc phơi - Carbon monoxide Y17.1 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to carbon ,XX,V01-Y98,0,0,0
14589,Y17.2,Poisoning by and Carbon monoxide from: Ngộ độc và/hoặc phơi - Carbon monoxide Y17.2 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to carbon ,XX,V01-Y98,0,0,0
14590,Y17.3,Poisoning by and Carbon monoxide from: Ngộ độc và/hoặc phơi - Carbon monoxide Y17.3 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to carbon ,XX,V01-Y98,0,0,0
14591,Y17.4,Poisoning by and Ngộ độc và/hoặc phơi Y17.4 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to carbon nhiễm với carbon tật và tử vong carbon m,XX,V01-Y98,0,0,0
14592,Y17.8,Poisoning by and Helium (nonmedicinal) Ngộ độc và/hoặc phơi - Khí Heli (không Y17.8 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to other N,XX,V01-Y98,0,0,0
14593,Y17.9,Poisoning by and Ngộ độc và/hoặc phơi Y17.9 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to nhiễm với khí và/hoặc hơi tật và tử vong carbon,XX,V01-Y98,0,0,0
14594,Y18,Poisoning by and Incl.: fumigants Ngộ độc và/hoặc phơi - Bao gồm: chất Y18 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to và/hoặc phơi exposure to fungicides nhiễm,XX,V01-Y98,0,0,0
14595,Y19,Poisoning by and Incl.: corrosive Ngộ độc và/hoặc phơi - Bao gồm: chất Y19 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ exposure to other và/hoặc phơi exposure to other arom,XX,V01-Y98,0,0,0
14596,Y20,"Hanging, Treo cổ, bóp cổ và/hoặc Y20 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ strangulation and và/hoặc nghẹt strangulation and nghẹt thở, không rõ mục tật và tử vong su",XX,V01-Y98,0,0,0
14597,Y21,"Drowning and Ngã xuống nước và/hoặc Y21 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ submersion, nước và/hoặc submersion, ngập nước, không rõ mục tật và tử vong undetermined",XX,V01-Y98,0,0,0
14598,Y22,"Handgun Xả súng ngắn, không rõ Y22 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ discharge, không rõ mục discharge, mục đích tật và tử vong undetermined đích undetermined int",XX,V01-Y98,0,0,0
14599,Y23,"Rifle, shotgun and Xả súng trường, súng bắn Y23 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ larger firearm trường, súng larger firearm đạn ghém và/hoặc súng tật và tử vong ",XX,V01-Y98,0,0,0
14600,Y24,"Other and Xả súng khác và/hoặc Y24 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ unspecified và/hoặc không unspecified firearm không xác định, không rõ tật và tử vong firearm",XX,V01-Y98,0,0,0
14601,Y25,"Contact with Tiếp xúc với vật liệu nổ, Y25 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ explosive liệu nổ, không explosive material, không rõ mục đích tật và tử vong materia",XX,V01-Y98,0,0,0
14602,Y26,"Exposure to smoke, Phơi nhiễm khói, cháy Y26 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ smoke, fire and khói, cháy fire and flames, và/hoặc lửa, không rõ mục tật và tử von",XX,V01-Y98,0,0,0
14603,Y27,"Contact with Phơi nhiễm hơi nước, hơi Y27 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ steam, hot nước, hơi nước steam, hot vapours nước nóng và/hoặc vật tật và tử vong vapo",XX,V01-Y98,0,0,0
14604,Y28,"Contact with sharp Tiếp xúc với vật sắc nhọn, Y28 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ sharp object, sắc nhọn, không object, không rõ mục đích tật và tử vong undeter",XX,V01-Y98,0,0,0
14605,Y29,"Contact with blunt Tiếp xúc với vật thể cùn, Y29 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ object, thể cùn, không object, không rõ mục đích tật và tử vong undetermined rõ",XX,V01-Y98,0,0,0
14606,Y30,"Falling, jumping or Incl.: victim falling Ngã, nhảy hoặc bị đẩy từ Bao gồm: nạn Y30 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ pushed from a bị đẩy từ một pushed from a hi",XX,V01-Y98,0,0,0
14607,Y31,"Falling, lying or Ngã, nằm hoặc chạy trước Y31 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ running before or chạy trước running before or hoặc chạy vào vật đang tật và tử v",XX,V01-Y98,0,0,0
14608,Y32,"Crashing of motor Bị xe máy đâm, không rõ Y32 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ vehicle, đâm, không rõ vehicle, mục đích tật và tử vong undetermined mục đích unde",XX,V01-Y98,0,0,0
14609,Y33,"Other specified Các sự cố xác định khác, Y33 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ events, định khác, events, không rõ mục đích tật và tử vong undetermined không rõ m",XX,V01-Y98,0,0,0
14610,Y34,"Unspecified event, Sự cố không xác định, Y34 morbidity and mortality bên ngoài của bệnh undetermind intent được ý đồ undetermined định, không rõ undetermined không rõ mục đích tật và tử vong intent mụ",XX,V01-Y98,0,0,0
14611,Y35,Legal intervention Incl.: injuries inflicted Can thiệp pháp lý Bao gồm: thương Y35 Y35 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý by the police or other tích,XX,V01-Y98,0,0,0
14612,Y35.0,Legal intervention Legal intervention Can thiệp pháp lý liên - Can thiệp pháp lý Y35.0 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving firearm with: qua,XX,V01-Y98,0,0,0
14613,Y35.1,Legal intervention Legal intervention Can thiệp pháp lý liên - Can thiệp pháp lý Y35.1 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving explosives with: ,XX,V01-Y98,0,0,0
14614,Y35.2,Legal intervention Asphyxiation by gas Can thiệp pháp lý liên - Ngạt khí gas do Y35.2 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving gas due to legal q,XX,V01-Y98,0,0,0
14615,Y35.3,"Legal intervention Hit, struck by: Can thiệp pháp lý liên - Đánh, bị đánh Y35.3 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving blunt baton during quan ",XX,V01-Y98,0,0,0
14616,Y35.4,Legal intervention Cut during legal Can thiệp pháp lý liên - Bị cắt khi can Y35.4 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving sharp intervention qua,XX,V01-Y98,0,0,0
14617,Y35.5,Legal execution Any execution Hành hình theo luật Bất kỳ cuộc hành Y35.5 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý performed at the quyết nào được tật và tử,XX,V01-Y98,0,0,0
14618,Y35.6,Legal intervention Manhandling Can thiệp pháp lý liên Cư xử thô bạo Y35.6 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý involving other quan đến các phương tiện,XX,V01-Y98,0,0,0
14619,Y35.7,"Legal intervention, Can thiệp pháp lý, các Y35.7 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh lý means unspecified phương tiện không xác tật và tử vong war [tác c",XX,V01-Y98,0,0,0
14620,Y36,Operations of war Note: Injuries due to Các hoạt động trong chiến - Lưu ý: Chấn Y36 Y36 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến operations of war,XX,V01-Y98,0,0,0
14621,Y36.0,War operations Depth-charge Hoạt động chiến tranh liên - Bom phá tàu Y36.0 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving explosion Marine min,XX,V01-Y98,0,0,0
14622,Y36.1,War operations Aircraft: Hoạt động chiến tranh liên - Phi cơ: Y36.1 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving burned quan đến phá hủy phư,XX,V01-Y98,0,0,0
14623,Y36.2,War operations Accidental explosion of: Hoạt động chiến tranh liên - Vụ nổ ngẫu nhiên Y36.2 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving oth,XX,V01-Y98,0,0,0
14624,Y36.3,"War operations Asphyxia originating Hành động chiến tranh iên - Ngạt do lửa gây Y36.3 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving fires, fr",XX,V01-Y98,0,0,0
14625,Y36.4,War operations Battle wounds Hoạt động chiến tranh liên - Vết thương Y36.4 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving firearm Bayonet inju,XX,V01-Y98,0,0,0
14626,Y36.5,War operations Blast effects Hoạt động chiến tranh liên - Hiệu ứng vụ nổ Y36.5 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving nuclear Exposure,XX,V01-Y98,0,0,0
14627,Y36.6,War operations Hoạt động chiến tranh liên Y36.6 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving biological quan đến vũ khí sinh học tật và tử v,XX,V01-Y98,0,0,0
14628,Y36.7,"War operations Gases, fumes and Hoạt động chiến tranh liên - Khí, khói và hóa Y36.7 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến involving chemical ch",XX,V01-Y98,0,0,0
14629,Y36.8,War operations Injuries by explosion of Các hoạt động chiến tranh - Chấn thương do Y36.8 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến occurring after ,XX,V01-Y98,0,0,0
14630,Y36.9,"War operations, Các hoạt động chiến tranh, Y36.9 morbidity and mortality bên ngoài của bệnh and operations of hành động chiến tranh trong chiến unspecified không xác định tật và tử vong war [tác chiến",XX,V01-Y98,0,0,0
14631,Y40,"Systemic antibiotics Excl.: antibiotics, Tác động bất lợi của - Loại trừ: thuốc Y40 Y40 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiot",XX,V01-Y98,0,0,0
14632,Y40.0,"Penicillins Tác động bất lợi của Y40.0 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân penicillin tật và tử vong care and thuốc",XX,V01-Y98,0,0,0
14633,Y40.1,"Cefalosporins and Tác động bất lợi của Y40.1 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân other beta-lactam cefalosporin và/",XX,V01-Y98,0,0,0
14634,Y40.2,"Chloramphenicol Tác động bất lợi của nhóm Y40.2 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân group chloramphenicol tật và tử",XX,V01-Y98,0,0,0
14635,Y40.3,"Macrolides Tác động bất lợi của Y40.3 Biến chứng do chă m morbidity and mortality bên ngoài của bệnh medical and surgical sóc nội và ngoại khoa medicaments chất, antibiotics thân macrolid tật và tử vo",XX,V01-Y98,0,0,0
14636,Y40.4,"Tetracyclines Tác động bất lợi của Y40.4 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân tetracyclin tật và tử vong care and th",XX,V01-Y98,0,0,0
14637,Y40.5,"Aminoglycosides Streptomycin Tác động bất lợi của Streptomycin Y40.5 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân aminoglyco",XX,V01-Y98,0,0,0
14638,Y40.6,"Rifamycins Tác động bất lợi của Y40.6 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân rifamycin tật và tử vong care and thuốc b",XX,V01-Y98,0,0,0
14639,Y40.7,"Antifungal Tác động bất lợi của thuốc Y40.7 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân antibiotics, kháng sinh chống nấm, ",XX,V01-Y98,0,0,0
14640,Y40.8,"Other systemic Tác động bất lợi của Y40.8 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân antibiotics kháng sinh toàn thân khác",XX,V01-Y98,0,0,0
14641,Y40.9,"Systemic Tác động bất lợi của Y40.9 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, antibiotics thân antibiotic, kháng sinh toàn thân, tật và tử",XX,V01-Y98,0,0,0
14642,Y41,"Other systemic Excl.: anti-infectives, Tác động bất lợi của thuốc Loại trừ: kháng Y41 Y41 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-i",XX,V01-Y98,0,0,0
14643,Y41.0,"Sulfonamides Tác động bất lợi của Y41.0 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives and nhiễm trùng sulfonamid tật và tử von",XX,V01-Y98,0,0,0
14644,Y41.1,"Antimycobacterial Excl.: rifamycins (Y40.6) Tác động bất lợi của thuốc - Loại trừ: Y41.1 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-in",XX,V01-Y98,0,0,0
14645,Y41.2,"Antimalarials and Excl.: hydroxyquinoline Tác động bất lợi của thuốc Loại trừ: dẫn xuất Y41.2 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, an",XX,V01-Y98,0,0,0
14646,Y41.3,"Other Tác động bất lợi của thuốc Y41.3 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives and nhiễm trùng antiprotozoal drugs chống",XX,V01-Y98,0,0,0
14647,Y41.4,"Anthelminthics Tác động bất lợi của thuốc Y41.4 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives and nhiễm trùng tẩy giun sán tật",XX,V01-Y98,0,0,0
14648,Y41.5,"Antiviral drugs Excl.: amantadine Tác động bất lợi của thuốc - Loại trừ: Y41.5 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives a",XX,V01-Y98,0,0,0
14649,Y41.8,"Other specified Hydroxyquinoline Tác động bất lợi của thuốc - Dẫn xuất của Y41.8 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives",XX,V01-Y98,0,0,0
14650,Y41.9,"Systemic anti- Tác động bất lợi của thuốc Y41.9 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, anti-infectives and nhiễm trùng infective and ch",XX,V01-Y98,0,0,0
14651,Y42,"Hormones and Excl.: Tác động bất lợi của nội - Loại trừ: Y42 Y42 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] their ",XX,V01-Y98,0,0,0
14652,Y42.0,"Glucocorticoids and Excl.: glucocorticoids, Tác động bất lợi của Loại trừ: Y42.0 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic",XX,V01-Y98,0,0,0
14653,Y42.1,"Thyroid hormones Tác động bất lợi của nội Y42.1 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] and substitutes tiệt tố",XX,V01-Y98,0,0,0
14654,Y42.2,"Antithyroid drugs Tác động bất lợi của thuốc Y42.2 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] kháng giáp tật và tử",XX,V01-Y98,0,0,0
14655,Y42.3,"Insulin and oral Tác động bất lợi của Y42.3 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] hypoglycaemic insulin và/ho",XX,V01-Y98,0,0,0
14656,Y42.4,"Oral contraceptives Tác động bất lợi của thuốc Y42.4 Y42.4 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] uống tránh t",XX,V01-Y98,0,0,0
14657,Y42.5,"Other estrogens Mixtures and Tác động bất lợi của Hỗn hợp và các Y42.5 Y42.5 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [ho",XX,V01-Y98,0,0,0
14658,Y42.6,"Antigonadotrophins Tamoxifen Tác động bất lợi của Tamoxifen Y42.6 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] , ant",XX,V01-Y98,0,0,0
14659,Y42.7,"Androgens and Tác động bất lợi của Y42.7 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] anabolic congeners androgen và",XX,V01-Y98,0,0,0
14660,Y42.8,"Other and Anterior pituitary Tác động bất lợi của nội Nội tiết tố Y42.8 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon]",XX,V01-Y98,0,0,0
14661,Y42.9,"Other and Tác động bất lợi của thuốc Y42.9 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, their synthetic [hormon] unspecified kháng nội tiệt t",XX,V01-Y98,0,0,0
14662,Y43,"Primarily systemic Excl.: vitamins NEC Tác động bất lợi của tác Loại trừ: vitamin Y43 Y43 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents",XX,V01-Y98,0,0,0
14663,Y43.0,"Antiallergic and Excl.: phenothiazine- Tác động bất lợi của thuốc Loại trừ: thuốc an Y43.0 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agent",XX,V01-Y98,0,0,0
14664,Y43.1,"Antineoplastic Cytarabine Tác động bất lợi của chất Cytarabine Y43.1 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân antim",XX,V01-Y98,0,0,0
14665,Y43.2,"Antineoplastic Tác động bất lợi của sản Y43.2 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân natural products phẩm tự nhi",XX,V01-Y98,0,0,0
14666,Y43.3,"Other Antineoplastic Tác động bất lợi của thuốc - Thuốc kháng sinh Y43.3 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân a",XX,V01-Y98,0,0,0
14667,Y43.4,"Immunosuppressive Tác động bất lợi của thuốc Y43.4 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân agents ức chế miễn dịch",XX,V01-Y98,0,0,0
14668,Y43.5,"Acidifying and Tác động bất lợi của chất Y43.5 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân alkalizing agents toan hóa ",XX,V01-Y98,0,0,0
14669,Y43.6,"Enzymes, not Tác động bất lợi của men, Y43.6 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân elsewhere classified không ph",XX,V01-Y98,0,0,0
14670,Y43.8,"Other primarily Heavy-metal Tác động bất lợi của chất Chất đối kháng Y43.8 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân",XX,V01-Y98,0,0,0
14671,Y43.9,"Primarily systemic Tác động bất lợi của chất Y43.9 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, agents dụng toàn thân agent, unspecified tác ",XX,V01-Y98,0,0,0
14672,Y44,"Agents primarily Tác động bất lợi của chất Y44 Y44 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các affecting blo",XX,V01-Y98,0,0,0
14673,Y44.0,"Iron preparations Tác động bất lợi của chế Y44.0 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các and other anti-",XX,V01-Y98,0,0,0
14674,Y44.1,"Vitamin B12, folic Tác động bất lợi của Y44.1 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các acid and other ant",XX,V01-Y98,0,0,0
14675,Y44.2,"Anticoagulants Tác động bất lợi của thuốc Y44.2 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các chống đông máu t",XX,V01-Y98,0,0,0
14676,Y44.3,"Anticoagulant Tác động bất lợi của thuốc Y44.3 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các antagonists, đối ",XX,V01-Y98,0,0,0
14677,Y44.4,"Antithrombotic Excl.: acetylsalicylic Tác động bất lợi của thuốc - Loại trừ: axit Y44.4 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affectin",XX,V01-Y98,0,0,0
14678,Y44.5,"Thrombolytic drugs Tác động bất lợi của thuốc Y44.5 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affecting blood chủ yếu lên các làm tan huyế",XX,V01-Y98,0,0,0
14679,Y44.6,"Natural blood and Excl.: immunoglobulin Tác động bất lợi của máu Loại trừ: globulin Y44.6 sóc nội và ngoại khoa morbidity and mortality bên ngoài của bệnh medical and surgical medicaments chất, affect",XX,V01-Y98,0,0,0
